Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
22/06/2022 10:30,21/06/2022,"Calorific Value, LDZ(SO)",39.7,22/06/2022 10:33,
22/06/2022 10:30,21/06/2022,"Calorific Value, LDZ(SW)",39.1,22/06/2022 10:33,
22/06/2022 10:30,21/06/2022,"Calorific Value, LDZ(WM)",39.1,22/06/2022 10:33,
22/06/2022 10:30,21/06/2022,"Calorific Value, LDZ(WN)",40.2,22/06/2022 10:33,
22/06/2022 10:30,21/06/2022,"Calorific Value, LDZ(WS)",39.1,22/06/2022 10:33,
22/06/2022 10:30,21/06/2022,"Calorific Value, Oban",38.8,22/06/2022 10:33,
22/06/2022 10:30,21/06/2022,"Calorific Value, Stornoway",93,22/06/2022 10:33,
22/06/2022 10:30,21/06/2022,"Calorific Value, Stranraer",38.8,22/06/2022 10:33,
22/06/2022 10:30,21/06/2022,"Calorific Value, Thurso",38.8,22/06/2022 10:33,
22/06/2022 10:30,21/06/2022,"Calorific Value, Wick",38.8,22/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, Campbeltown",38.8,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, LDZ(EA)",39.7,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, LDZ(EM)",39.9,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, LDZ(NE)",40.3,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, LDZ(NO)",40.1,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, LDZ(NT)",39.8,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, LDZ(NW)",40,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, LDZ(SC)",39.6,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, LDZ(SE)",39.3,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, LDZ(SO)",39.6,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, LDZ(SW)",39.1,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, LDZ(WM)",39,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, LDZ(WN)",40.3,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, LDZ(WS)",39,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, Oban",38.8,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, Stornoway",93,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, Stranraer",38.8,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, Thurso",38.8,21/06/2022 10:33,
21/06/2022 10:30,20/06/2022,"Calorific Value, Wick",38.8,21/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, Campbeltown",38.8,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, LDZ(EA)",39.7,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, LDZ(EM)",39.8,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, LDZ(NE)",40.3,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, LDZ(NO)",40.1,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, LDZ(NT)",39.7,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, LDZ(NW)",40,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, LDZ(SC)",39.6,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, LDZ(SE)",39.4,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, LDZ(SO)",39.7,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, LDZ(SW)",39.2,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, LDZ(WM)",39,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, LDZ(WN)",40.2,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, LDZ(WS)",39.1,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, Oban",38.8,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, Stornoway",93,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, Stranraer",38.8,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, Thurso",38.8,20/06/2022 10:33,
20/06/2022 10:30,19/06/2022,"Calorific Value, Wick",38.8,20/06/2022 10:33,
19/06/2022 16:00,14/06/2022,"Calorific Value, LDZ(NO)",40,19/06/2022 16:04,
19/06/2022 10:30,18/06/2022,"Calorific Value, Campbeltown",38.8,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, LDZ(EA)",39.8,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, LDZ(EM)",39.6,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, LDZ(NE)",40.4,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, LDZ(NO)",40.1,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, LDZ(NT)",39.8,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, LDZ(NW)",40,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, LDZ(SC)",39.7,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, LDZ(SE)",39.2,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, LDZ(SO)",39.7,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, LDZ(SW)",39.3,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, LDZ(WM)",39.3,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, LDZ(WN)",40.2,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, LDZ(WS)",39.3,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, Oban",38.8,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, Stornoway",93,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, Stranraer",38.8,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, Thurso",38.8,19/06/2022 10:33,
19/06/2022 10:30,18/06/2022,"Calorific Value, Wick",38.8,19/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, Campbeltown",38.8,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, LDZ(EA)",39.8,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, LDZ(EM)",39.7,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, LDZ(NE)",40.3,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, LDZ(NO)",40.2,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, LDZ(NT)",39.8,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, LDZ(NW)",40.1,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, LDZ(SC)",39.7,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, LDZ(SE)",39,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, LDZ(SO)",39.6,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, LDZ(SW)",39.3,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, LDZ(WM)",39.4,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, LDZ(WN)",40.2,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, LDZ(WS)",39.4,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, Oban",38.8,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, Stornoway",93,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, Stranraer",38.8,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, Thurso",38.8,18/06/2022 10:33,
18/06/2022 10:30,17/06/2022,"Calorific Value, Wick",38.8,18/06/2022 10:33,
17/06/2022 10:30,16/06/2022,"Calorific Value, Campbeltown",38.8,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, LDZ(EA)",39.8,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, LDZ(EM)",39.9,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, LDZ(NE)",40.3,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, LDZ(NO)",40.1,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, LDZ(NT)",39.8,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, LDZ(NW)",40.2,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, LDZ(SC)",39.7,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, LDZ(SE)",39.1,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, LDZ(SO)",39.7,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, LDZ(SW)",39.3,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, LDZ(WM)",39.8,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, LDZ(WN)",39.9,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, LDZ(WS)",39.4,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, Oban",38.8,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, Stornoway",93,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, Stranraer",38.8,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, Thurso",38.8,17/06/2022 10:34,
17/06/2022 10:30,16/06/2022,"Calorific Value, Wick",38.8,17/06/2022 10:34,
16/06/2022 10:30,15/06/2022,"Calorific Value, Campbeltown",38.8,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, LDZ(EA)",39.8,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, LDZ(EM)",39.7,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, LDZ(NE)",40.2,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, LDZ(NO)",40.2,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, LDZ(NT)",39.8,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, LDZ(NW)",40,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, LDZ(SC)",39.7,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, LDZ(SE)",39.1,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, LDZ(SO)",39.8,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, LDZ(SW)",39.3,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, LDZ(WM)",39.7,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, LDZ(WN)",39.9,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, LDZ(WS)",39.2,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, Oban",38.8,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, Stornoway",93,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, Stranraer",38.8,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, Thurso",38.8,16/06/2022 10:33,
16/06/2022 10:30,15/06/2022,"Calorific Value, Wick",38.8,16/06/2022 10:33,
15/06/2022 16:00,14/06/2022,"Calorific Value, LDZ(NE)",40.2,15/06/2022 16:10,
15/06/2022 10:30,14/06/2022,"Calorific Value, Campbeltown",38.8,15/06/2022 10:39,
15/06/2022 10:30,14/06/2022,"Calorific Value, LDZ(EA)",39.9,15/06/2022 10:39,
15/06/2022 10:30,14/06/2022,"Calorific Value, LDZ(EM)",39.8,15/06/2022 10:39,
15/06/2022 10:30,14/06/2022,"Calorific Value, LDZ(NT)",39.9,15/06/2022 10:39,
15/06/2022 10:30,14/06/2022,"Calorific Value, LDZ(NW)",40,15/06/2022 10:39,
15/06/2022 10:30,14/06/2022,"Calorific Value, LDZ(SC)",39.8,15/06/2022 10:39,
15/06/2022 10:30,14/06/2022,"Calorific Value, LDZ(SE)",38.9,15/06/2022 10:39,
15/06/2022 10:30,14/06/2022,"Calorific Value, LDZ(SO)",39.7,15/06/2022 10:39,
15/06/2022 10:30,14/06/2022,"Calorific Value, LDZ(SW)",39.2,15/06/2022 10:39,
15/06/2022 10:30,14/06/2022,"Calorific Value, LDZ(WM)",39.6,15/06/2022 10:39,
15/06/2022 10:30,14/06/2022,"Calorific Value, LDZ(WN)",39.8,15/06/2022 10:39,
15/06/2022 10:30,14/06/2022,"Calorific Value, LDZ(WS)",39.2,15/06/2022 10:39,
15/06/2022 10:30,14/06/2022,"Calorific Value, Oban",38.8,15/06/2022 10:39,
15/06/2022 10:30,14/06/2022,"Calorific Value, Stornoway",93,15/06/2022 10:39,
15/06/2022 10:30,14/06/2022,"Calorific Value, Stranraer",38.8,15/06/2022 10:39,
15/06/2022 10:30,14/06/2022,"Calorific Value, Thurso",38.8,15/06/2022 10:39,
15/06/2022 10:30,14/06/2022,"Calorific Value, Wick",38.8,15/06/2022 10:39,
14/06/2022 10:30,13/06/2022,"Calorific Value, Campbeltown",38.8,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, LDZ(EA)",39.9,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, LDZ(EM)",39.9,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, LDZ(NE)",40.2,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, LDZ(NO)",40.1,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, LDZ(NT)",40,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, LDZ(NW)",40,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, LDZ(SC)",39.7,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, LDZ(SE)",39.2,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, LDZ(SO)",39.7,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, LDZ(SW)",39.2,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, LDZ(WM)",39.6,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, LDZ(WN)",40.1,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, LDZ(WS)",39.1,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, Oban",38.8,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, Stornoway",93,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, Stranraer",38.8,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, Thurso",38.8,14/06/2022 10:38,
14/06/2022 10:30,13/06/2022,"Calorific Value, Wick",38.8,14/06/2022 10:38,
13/06/2022 16:00,10/06/2022,"Calorific Value, LDZ(NT)",39.8,13/06/2022 16:06,
13/06/2022 10:30,12/06/2022,"Calorific Value, Campbeltown",38.8,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, LDZ(EA)",39.8,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, LDZ(EM)",39.9,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, LDZ(NE)",40.2,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, LDZ(NO)",40.1,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, LDZ(NT)",39.9,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, LDZ(NW)",39.9,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, LDZ(SC)",39.7,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, LDZ(SE)",39.1,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, LDZ(SO)",39.6,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, LDZ(SW)",39.2,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, LDZ(WM)",39.7,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, LDZ(WN)",40.1,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, LDZ(WS)",39.2,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, Oban",38.8,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, Stornoway",93,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, Stranraer",38.8,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, Thurso",38.8,13/06/2022 10:38,
13/06/2022 10:30,12/06/2022,"Calorific Value, Wick",38.8,13/06/2022 10:38,
12/06/2022 10:30,11/06/2022,"Calorific Value, Campbeltown",38.8,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, LDZ(EA)",39.8,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, LDZ(EM)",39.8,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, LDZ(NE)",40.3,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, LDZ(NO)",40.1,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, LDZ(NT)",39.8,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, LDZ(NW)",39.9,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, LDZ(SC)",39.7,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, LDZ(SE)",39.2,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, LDZ(SO)",39.6,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, LDZ(SW)",39.1,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, LDZ(WM)",39.6,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, LDZ(WN)",40.2,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, LDZ(WS)",39.1,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, Oban",38.8,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, Stornoway",93,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, Stranraer",38.8,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, Thurso",38.8,12/06/2022 10:37,
12/06/2022 10:30,11/06/2022,"Calorific Value, Wick",38.8,12/06/2022 10:37,
11/06/2022 16:00,09/06/2022,"Calorific Value, LDZ(SC)",39.7,11/06/2022 16:08,
11/06/2022 10:30,10/06/2022,"Calorific Value, Campbeltown",38.8,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, LDZ(EA)",39.8,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, LDZ(EM)",39.6,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, LDZ(NE)",40.3,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, LDZ(NO)",40.1,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, LDZ(NW)",40,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, LDZ(SC)",39.7,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, LDZ(SE)",39.1,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, LDZ(SO)",39.8,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, LDZ(SW)",39.2,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, LDZ(WM)",39.5,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, LDZ(WN)",39.9,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, LDZ(WS)",39.1,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, Oban",38.8,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, Stornoway",93,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, Stranraer",38.8,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, Thurso",38.8,11/06/2022 10:35,
11/06/2022 10:30,10/06/2022,"Calorific Value, Wick",38.8,11/06/2022 10:35,
10/06/2022 10:30,09/06/2022,"Calorific Value, Campbeltown",38.8,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, LDZ(EA)",39.8,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, LDZ(EM)",39.8,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, LDZ(NE)",40.3,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, LDZ(NO)",40.2,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, LDZ(NT)",39.8,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, LDZ(NW)",39.9,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, LDZ(SE)",39.1,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, LDZ(SO)",39.7,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, LDZ(SW)",39.3,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, LDZ(WM)",39.5,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, LDZ(WN)",39.9,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, LDZ(WS)",39.2,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, Oban",38.8,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, Stornoway",93,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, Stranraer",38.8,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, Thurso",38.8,10/06/2022 10:36,
10/06/2022 10:30,09/06/2022,"Calorific Value, Wick",38.8,10/06/2022 10:36,
09/06/2022 16:00,08/06/2022,"Calorific Value, LDZ(NO)",39.8,09/06/2022 16:06,
09/06/2022 16:00,08/06/2022,"Calorific Value, LDZ(NT)",39.7,09/06/2022 16:06,
09/06/2022 16:00,08/06/2022,"Calorific Value, LDZ(SC)",39.7,09/06/2022 16:06,
09/06/2022 10:30,08/06/2022,"Calorific Value, Campbeltown",38.8,09/06/2022 10:37,
09/06/2022 10:30,08/06/2022,"Calorific Value, LDZ(EA)",39.7,09/06/2022 10:37,
09/06/2022 10:30,08/06/2022,"Calorific Value, LDZ(EM)",39.9,09/06/2022 10:37,
09/06/2022 10:30,08/06/2022,"Calorific Value, LDZ(NE)",40.5,09/06/2022 10:37,
09/06/2022 10:30,08/06/2022,"Calorific Value, LDZ(NW)",39.9,09/06/2022 10:37,
09/06/2022 10:30,08/06/2022,"Calorific Value, LDZ(SE)",39.1,09/06/2022 10:37,
09/06/2022 10:30,08/06/2022,"Calorific Value, LDZ(SO)",39.6,09/06/2022 10:37,
09/06/2022 10:30,08/06/2022,"Calorific Value, LDZ(SW)",39.3,09/06/2022 10:37,
09/06/2022 10:30,08/06/2022,"Calorific Value, LDZ(WM)",39.6,09/06/2022 10:37,
09/06/2022 10:30,08/06/2022,"Calorific Value, LDZ(WN)",40,09/06/2022 10:37,
09/06/2022 10:30,08/06/2022,"Calorific Value, LDZ(WS)",39.3,09/06/2022 10:37,
09/06/2022 10:30,08/06/2022,"Calorific Value, Oban",38.8,09/06/2022 10:37,
09/06/2022 10:30,08/06/2022,"Calorific Value, Stornoway",93,09/06/2022 10:37,
09/06/2022 10:30,08/06/2022,"Calorific Value, Stranraer",38.8,09/06/2022 10:37,
09/06/2022 10:30,08/06/2022,"Calorific Value, Thurso",38.8,09/06/2022 10:37,
09/06/2022 10:30,08/06/2022,"Calorific Value, Wick",38.8,09/06/2022 10:37,
08/06/2022 16:00,07/06/2022,"Calorific Value, LDZ(SC)",39.8,08/06/2022 16:04,
08/06/2022 10:30,07/06/2022,"Calorific Value, Campbeltown",38.8,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, LDZ(EA)",39.6,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, LDZ(EM)",39.9,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, LDZ(NE)",40.3,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, LDZ(NO)",40.2,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, LDZ(NT)",39.5,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, LDZ(NW)",40.2,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, LDZ(SE)",39,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, LDZ(SO)",39.6,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, LDZ(SW)",39.3,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, LDZ(WM)",39.7,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, LDZ(WN)",40.1,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, LDZ(WS)",39.3,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, Oban",38.8,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, Stornoway",93,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, Stranraer",38.8,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, Thurso",38.8,08/06/2022 10:35,
08/06/2022 10:30,07/06/2022,"Calorific Value, Wick",38.8,08/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, Campbeltown",38.8,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, LDZ(EA)",39.6,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, LDZ(EM)",40,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, LDZ(NE)",40.3,07/06/2022 10:35,
07/06/2022 10:30,06/06/2022,"Calorific Value, LDZ(NO)",40,07/06/2022 10:35,
